"acousticness" "duration" "energy" "liveness" "loudness" "tempo"
"5871" 0.133 372226 0.602 0.273 -11.156 112.427
"5872" 0.319 203133 0.822 0.102 -9.242 135.112
"5873" 0.537 267387 0.564 0.121 -6.329 117.027
"5874" 0.853 189027 0.291 0.0499 -13.694 94.235
"5875" 0.319 212093 0.921 0.399 -7.588 100.003
"5876" 0.38 168594 0.503 0.105 -8.715 185.909
"5877" 0.0323 233987 0.914 0.107 -1.819 125.034
"5878" 0.251 190287 0.731 0.0679 -7.396 100.861
"5879" 0.906 70520 0.144 0.282 -15.277 112.822
"5880" 0.0289 175533 0.755 0.307 -7.609 91.064
"5881" 0.916 138653 0.276 0.122 -14.49 123.205
"5882" 0.0351 219453 0.796 0.16 -5.647 140.007
"5883" 0.975 276107 0.495 0.429 -13.315 137.825
"5884" 0.197 206293 0.579 0.0831 -10.453 86.191
"5885" 0.905 40893 0.369 0.228 -8.348 186.873
"5886" 0.5 237133 0.31 0.209 -8.943 120.831
"5887" 0.0227 213840 0.504 0.115 -6.596 87.806
"5888" 0.0222 180221 0.762 0.121 -5.188 110.042
"5889" 0.284 189273 0.131 0.179 -26.937 86.508
"5890" 0.857 126973 0.274 0.169 -14.778 79.081
"5891" 0.329 194483 0.664 0.382 -4.926 116.028
"5892" 0.0507 152607 0.773 0.133 -5.624 80.777
"5893" 0.538 127883 0.126 0.0914 -22.235 94.14
"5894" 0.0296 159720 0.531 0.107 -5.88 138.406
"5895" 2.14e-05 273653 0.585 0.143 -9.884 151.816
"5896" 0.699 215400 0.757 0.329 -6.884 154.26
"5897" 0.417 207707 0.397 0.134 -11.826 97.413
"5898" 0.966 70760 0.175 0.116 -14.141 89.591
"5899" 0.054 119387 0.772 0.644 -6.349 173.377
"5900" 0.645 206200 0.551 0.0885 -10.571 104.541
"5901" 0.076 160907 0.572 0.107 -11.726 136.59
"5902" 0.54 189806 0.286 0.072 -12.371 120.004
"5903" 0.00451 254107 0.861 0.205 -8.568 153.547
"5904" 0.474 304800 0.504 0.673 -5.858 122.113
"5905" 0.000479 257533 0.765 0.376 -3.352 83.185
"5906" 0.203 264960 0.401 0.086 -14.07 87.959
"5907" 0.0367 186467 0.949 0.303 -10.167 165.364
"5908" 0.647 257307 0.498 0.0838 -4.895 141.178
"5909" 3.56e-05 185827 0.959 0.171 -4.375 109.95
"5910" 0.991 168120 0.184 0.189 -11.763 115.183
"5911" 0.924 189196 0.301 0.773 -15.046 117.37
"5912" 0.854 283907 0.37 0.151 -12.524 112.678
"5913" 0.227 215241 0.706 0.224 -6.455 103
"5914" 0.511 238333 0.675 0.232 -9.07 125.313
"5915" 0.0498 260453 0.65 0.779 -4.896 131.401
"5916" 0.686 173933 0.385 0.127 -11.111 203.726
"5917" 0.0431 166307 0.71 0.262 -7.434 85.683
"5918" 0.978 206587 0.135 0.115 -17.157 177.783
"5919" 0.0969 262240 0.902 0.327 -4.282 146.733
"5920" 0.995 156027 0.245 0.114 -22.87 114.199
"5921" 0.0372 150600 0.627 0.205 -9.022 121.095
"5922" 0.897 174040 0.23 0.102 -15.202 132.243
"5923" 0.402 114732 0.627 0.178 -11.426 72.823
"5924" 0.00495 211800 0.947 0.651 -7.227 147.738
"5925" 0.985 406293 0.135 0.107 -20.187 139.318
"5926" 0.939 234067 0.185 0.0878 -12.023 142.109
"5927" 0.0277 303413 0.765 0.156 -5.399 85.874
"5928" 0.72 179080 0.235 0.144 -16.541 118.917
"5929" 0.976 133293 0.145 0.101 -19.252 132.382
"5930" 0.00161 295728 0.872 0.187 -8.05 129.864
"5931" 0.226 198680 0.686 0.387 -4.074 93.615
"5932" 0.754 158493 0.0712 0.129 -24.977 176.505
"5933" 0.0316 292853 0.632 0.112 -5.132 145.936
"5934" 0.0104 287480 0.71 0.107 -6.142 81.995
"5935" 0.696 192800 0.859 0.941 -3.88 98.419
"5936" 0.26 246453 0.387 0.126 -9.142 95.173
"5937" 0.996 158627 0.255 0.344 -14.566 201.123
"5938" 0.643 167640 0.702 0.175 -4.517 116.021
"5939" 0.439 102809 0.113 0.535 -17.052 100.544
"5940" 0.972 209987 0.293 0.221 -8.912 84.864
"5941" 0.00428 287707 0.725 0.213 -7.864 160.424
"5942" 0.186 168298 0.659 0.163 -6.453 139.956
"5943" 0.993 491333 0.226 0.119 -21.483 67.013
"5944" 0.518 159720 0.536 0.528 -10.069 110.849
"5945" 0.987 203120 0.253 0.0904 -12.716 97.469
"5946" 0.751 325329 0.468 0.117 -7.048 94.087
"5947" 0.795 105933 0.326 0.34 -12.594 90.028
"5948" 0.207 259067 0.535 0.147 -15.884 123.331
"5949" 0.183 246107 0.489 0.0881 -7.967 91.998
"5950" 0.127 239240 0.634 0.337 -13.338 129.29
"5951" 0.0905 348933 0.531 0.556 -11.546 89.234
"5952" 0.0308 228760 0.621 0.145 -10.43 202.813
"5953" 0.994 231585 0.0498 0.0932 -17.124 76.215
"5954" 0.992 399827 0.0305 0.13 -22.704 128.135
"5955" 0.0328 205497 0.71 0.317 -11.18 142.665
"5956" 0.989 188160 0.0192 0.106 -19.952 169.254
"5957" 0.418 199640 0.649 0.0976 -5.925 195.925
"5958" 0.279 219267 0.468 0.321 -9.165 156.979
"5959" 0.00747 213069 0.769 0.0733 -3.712 100.029
"5960" 0.00147 288533 0.626 0.137 -8.327 179.347
"5961" 0.55 215027 0.278 0.255 -18.566 81.712
"5962" 0.945 436227 0.119 0.141 -17.981 109.312
"5963" 0.633 297040 0.447 0.0884 -9.363 68.957
"5964" 0.972 239307 0.0662 0.0966 -21.408 74.185
"5965" 0.0263 298840 0.777 0.611 -5.883 147.859
"5966" 1.93e-05 209373 0.954 0.207 -5.221 79.974
"5967" 0.694 195267 0.457 0.175 -11.004 115.019
"5968" 0.0254 342406 0.919 0.109 -6.329 156.089
"5969" 0.978 249933 0.119 0.935 -18.011 180.903
"5970" 0.208 347373 0.783 0.27 -6.403 93.187
"5971" 0.00184 188920 0.754 0.0366 -5.344 85.993
"5972" 0.513 161227 0.222 0.293 -11.735 136.66
"5973" 0.957 138360 0.5 0.131 -14.296 137.779
"5974" 3.67e-06 145760 0.854 0.332 -9.346 131.746
"5975" 0.773 273867 0.538 0.11 -7.252 108.165
"5976" 0.0943 186280 0.72 0.0868 -7.843 110.607
"5977" 0.839 271467 0.293 0.0656 -12.253 94.8
"5978" 0.938 250106 0.32 0.136 -12.412 79.371
"5979" 0.994 186219 0.0264 0.0804 -18.44 71.327
"5980" 0.132 219333 0.359 0.113 -9.937 86.908
"5981" 0.0627 329760 0.892 0.417 -11.367 88.063
"5982" 0.0026 179999 0.846 0.11 -6.157 115.002
"5983" 0.437 145438 0.168 0.142 -21.733 168.994
"5984" 0.105 243373 0.458 0.283 -10.509 171.923
"5985" 0.658 200933 0.413 0.14 -9.095 113.593
"5986" 0.83 253427 0.188 0.132 -17.981 128.448
"5987" 0.293 100100 0.14 0.178 -18.868 87.775
"5988" 0.00116 233107 0.81 0.104 -5.906 125.035
"5989" 0.373 255040 0.402 0.0607 -9.628 112.654
"5990" 0.0573 170059 0.759 0.0778 -7.066 128.039
"5991" 0.288 219840 0.682 0.0882 -10.282 114.815
"5992" 0.962 202773 0.301 0.587 -11.667 94.488
"5993" 0.911 164680 0.118 0.111 -20.388 96.252
"5994" 0.178 280947 0.801 0.324 -4.525 131.425
"5995" 0.392 172360 0.584 0.0893 -10.638 77.569
"5996" 0.0442 403760 0.612 0.124 -9.412 152.841
"5997" 0.000928 184840 0.811 0.218 -4.875 159.591
"5998" 0.736 333093 0.6 0.114 -11.065 120.081
"5999" 0.354 236067 0.743 0.0896 -5.293 166.268
"6000" 0.904 119413 0.0438 0.11 -19.883 96.628
"6001" 0.893 98423 0.00252 0.126 -37.37 135.611
"6002" 0.167 237107 0.582 0.304 -8.536 84.727
"6003" 0.34 249300 0.201 0.607 -18.792 124.477
"6004" 0.206 195973 0.581 0.124 -6.041 178.146
"6005" 0.254 162907 0.436 0.294 -11.715 118.314
"6006" 0.169 235000 0.901 0.903 -7.005 146.893
"6007" 0.698 425067 0.478 0.13 -9.504 140.766
"6008" 0.99 206413 0.17 0.108 -13.372 115.639
"6009" 0.341 175729 0.479 0.8 -9.305 92.054
"6010" 0.062 560733 0.771 0.0801 -5.472 78.365
"6011" 0.391 223733 0.381 0.105 -8.448 131.836
"6012" 0.499 108078 0.146 0.105 -11.877 80.087
"6013" 0.903 167467 0.106 0.0875 -13.191 184.299
"6014" 0.00394 215333 0.728 0.102 -5.416 161.586
"6015" 0.988 48973 0.159 0.216 -16.164 165.844
"6016" 0.164 285187 0.32 0.916 -18.348 132.376
"6017" 0.000204 286573 0.48 0.0914 -11.893 123.023
"6018" 0.615 229933 0.313 0.144 -15.552 106.754
"6019" 0.876 121467 0.388 0.0422 -10.046 105.781
"6020" 0.995 211081 0.233 0.273 -13.229 88.996
"6021" 0.12 227947 0.848 0.351 -5.528 132.025
"6022" 0.939 213587 0.113 0.144 -22.071 167.325
"6023" 0.0348 281040 0.657 0.136 -6.607 113.423
"6024" 0.235 210000 0.626 0.14 -10.664 167.46
"6025" 0.0215 173093 0.847 0.0783 -4.215 93.072
"6026" 0.423 144939 0.421 0.102 -14.056 94.527
"6027" 0.304 227480 0.671 0.0452 -5.709 118.413
"6028" 0.144 230760 0.94 0.101 -2.427 122.992
"6029" 0.215 300800 0.652 0.258 -13.697 97.332
"6030" 0.496 160120 0.588 0.0301 -4.131 172.963
"6031" 0.14 222773 0.763 0.312 -3.68 95.015
"6032" 0.107 201560 0.563 0.0517 -7.385 132.684
"6033" 0.136 336800 0.614 0.062 -7.015 95.039
"6034" 0.121 278400 0.813 0.907 -8.084 116.167
"6035" 0.783 192893 0.396 0.135 -17.523 150.518
"6036" 0.13 308667 0.802 0.309 -3.976 150.056
"6037" 0.885 420227 0.288 0.642 -19.037 87.998
"6038" 0.000212 103333 0.988 0.031 -4.033 178.645
"6039" 0.924 634173 0.238 0.0864 -16.496 134.164
"6040" 0.877 176253 0.55 0.255 -3.982 139.498
"6041" 0.62 134200 0.2 0.171 -16.69 134.134
"6042" 0.995 323733 0.0428 0.106 -24.341 90.708
"6043" 0.668 237467 0.395 0.0925 -9.919 108.811
"6044" 0.855 113493 0.274 0.102 -10.586 81.416
"6045" 0.0451 205027 0.752 0.0888 -5.946 162.916
"6046" 0.121 206327 0.792 0.158 -4.043 97.479
"6047" 0.908 203407 0.295 0.19 -12.422 125.767
"6048" 0.945 186893 0.131 0.105 -12.66 144.652
"6049" 0.978 123640 0.219 0.0361 -14.732 140.035
"6050" 0.000337 228627 0.915 0.109 -4.987 148.153
"6051" 0.805 153893 0.479 0.0791 -9.685 89.562
"6052" 0.91 168293 0.233 0.239 -15.519 88.532
"6053" 0.865 209493 0.278 0.0897 -15.89 136.634
"6054" 0.476 182907 0.732 0.0641 -3.497 105.217
"6055" 0.000111 195613 0.811 0.403 -11.903 120.177
"6056" 0.817 160840 0.661 0.0757 -12.77 166.664
"6057" 0.81 175320 0.441 0.221 -12.048 103.1
"6058" 0.798 251040 0.194 0.0702 -15.63 204.034
"6059" 0.817 162133 0.328 0.121 -13.399 85.09
"6060" 0.592 227973 0.463 0.109 -9.056 135.995
"6061" 0.479 266200 0.549 0.147 -8.466 86.083
"6062" 0.132 197704 0.798 0.356 -8.514 112.609
"6063" 0.967 368653 0.224 0.107 -12.933 84.545
"6064" 0.94 125973 0.252 0.188 -9.899 81.188
"6065" 0.914 167800 0.247 0.34 -12.785 97.199
"6066" 0.217 250600 0.312 0.065 -7.863 77.02
"6067" 0.0423 256520 0.793 0.0814 -8.203 173.931
"6068" 0.896 120867 0.3 0.278 -13.091 120.161
"6069" 0.752 148400 0.203 0.11 -12.191 74.523
"6070" 0.48 248600 0.193 0.797 -13.73 102.341
"6071" 0.971 178129 0.336 0.0543 -10.922 171.897
"6072" 0.0885 296093 0.542 0.0985 -13.977 141.186
"6073" 0.861 210066 0.0602 0.703 -26.459 106.82
"6074" 0.962 184973 0.365 0.293 -12.343 111.184
"6075" 0.965 374733 0.0218 0.104 -28.778 172.879
"6076" 0.0229 180067 0.968 0.419 -3.582 139.242
"6077" 0.98 482413 0.193 0.267 -16.743 113.685
"6078" 0.715 280880 0.478 0.0688 -8.709 109.179
"6079" 0.858 138853 0.817 0.21 -5.225 109.217
"6080" 0.407 456893 0.931 0.114 -4.988 97.953
"6081" 0.00373 345867 0.836 0.043 -4.223 134.296
"6082" 0.874 208892 0.398 0.33 -19.58 136.043
"6083" 0.874 178840 0.146 0.101 -15.264 101.246
"6084" 0.861 128253 0.346 0.13 -12.679 118.704
"6085" 0.135 198269 0.291 0.114 -16.925 80.896
"6086" 0.759 207307 0.58 0.0951 -10.963 115.482
"6087" 0.655 139760 0.366 0.144 -8.883 77.652
"6088" 0.0478 371000 0.425 0.0763 -13.31 96.902
"6089" 0.0295 280933 0.866 0.0704 -8.794 137.498
"6090" 2.34e-05 45650 0.899 0.104 -11.117 127.026
"6091" 0.786 128667 0.422 0.218 -9.403 201.582
"6092" 0.0187 249947 0.596 0.16 -13.436 128.068
"6093" 0.995 202379 0.177 0.266 -9.938 130.167
"6094" 0.176 226816 0.663 0.674 -6.968 145.422
"6095" 0.836 290333 0.49 0.137 -12.368 153.298
"6096" 0.893 202573 0.22 0.102 -16.328 80.288
"6097" 0.0337 262279 0.81 0.566 -3.983 155.026
"6098" 0.0191 191493 0.552 0.0816 -9.848 81.004
"6099" 0.153 198973 0.693 0.293 -5 109.872
"6100" 0.988 178280 0.292 0.325 -7.73 126.874
"6101" 0.996 178154 0.308 0.14 -13.483 74.733
"6102" 0.00184 519653 0.702 0.0916 -14.954 143.786
"6103" 0.927 192307 0.506 0.848 -7.33 179.777
"6104" 0.813 137024 0.435 0.106 -6.586 120.006
"6105" 0.443 341133 0.671 0.07 -8.644 144.84
"6106" 0.986 197000 0.525 0.254 -5.831 177.978
"6107" 0.972 181093 0.254 0.163 -11.295 124.481
"6108" 0.000147 176800 0.875 0.124 -6.695 161.041
"6109" 0.398 160893 0.676 0.0525 -11.089 111.694
"6110" 0.994 371093 0.0217 0.117 -26.476 66.259
"6111" 0.99 44960 0.472 0.128 -22.446 111.842
"6112" 0.919 137107 0.902 0.17 -7.085 180.07
"6113" 0.936 232213 0.112 0.263 -16.164 141.823
"6114" 0.58 276827 0.262 0.116 -16.93 101.905
"6115" 0.242 171200 0.766 0.11 -4.625 141.936
"6116" 0.781 118480 0.0971 0.128 -17.741 198.06
"6117" 0.368 299440 0.27 0.109 -18.741 109.28
"6118" 0.457 135000 0.564 0.741 -9.253 119.478
"6119" 0.992 310733 0.0558 0.0967 -23.312 121.946
"6120" 0.902 188000 0.254 0.0983 -14.153 81.845
"6121" 0.989 414933 0.0511 0.695 -32.107 79.218
"6122" 2.74e-05 193333 0.79 0.198 -8.721 178.206
"6123" 0.13 377293 0.68 0.0472 -8.464 122.892
"6124" 0.802 104973 0.796 0.239 -6.217 137.967
"6125" 0.859 239907 0.306 0.123 -13.491 112.264
"6126" 0.0678 118733 0.229 0.0923 -13.027 120.423
"6127" 0.993 41547 0.294 0.189 -15.147 104.866
"6128" 0.981 162067 0.204 0.153 -15.216 179.45
"6129" 0.895 148773 0.257 0.766 -12.306 166.925
"6130" 0.625 250840 0.824 0.299 -10.142 90.12
"6131" 0.709 226325 0.455 0.0989 -9.295 208.328
"6132" 0.0634 241667 0.364 0.0938 -12.81 102.39
"6133" 3.75e-05 279733 0.951 0.764 -6.914 101.739
"6134" 0.724 221893 0.201 0.0974 -18.845 125.199
"6135" 0.353 256107 0.763 0.145 -6.861 100.268
"6136" 0.818 256488 0.43 0.0741 -17.289 169.036
"6137" 0.075 227533 0.809 0.0531 -6.79 102.972
"6138" 0.988 170000 0.281 0.0869 -7.422 112.959
"6139" 0.00114 228693 0.843 0.0233 -4.553 129.928
"6140" 0.336 259693 0.312 0.367 -10.096 110.183
"6141" 0.00218 216173 0.979 0.328 -5.576 134.594
"6142" 0.922 139960 0.477 0.348 -10.343 151.599
"6143" 0.0674 170547 0.739 0.0816 -8.661 120.641
"6144" 0.0537 261827 0.517 0.0928 -7.531 141.808
"6145" 0.341 56147 0.783 0.115 -4.383 136.078
"6146" 2.07e-05 185133 0.787 0.064 -4.708 114.065
"6147" 0.056 385987 0.53 0.15 -8.752 118.022
"6148" 0.00047 172235 0.81 0.157 -4.754 87.5
"6149" 0.979 252121 0.24 0.234 -19.107 99.02
"6150" 0.196 275840 0.412 0.342 -8.687 114.408
"6151" 0.871 239800 0.243 0.148 -14.114 80.181
"6152" 0.0974 236707 0.968 0.139 -2.798 99.847
"6153" 0.844 141267 0.602 0.0968 -8.06 148.849
"6154" 0.367 199533 0.716 0.119 -13.309 154.133
"6155" 0.972 167840 0.0368 0.102 -22.772 169.883
"6156" 0.000437 315177 0.978 0.138 -2.358 129.842
"6157" 0.82 140773 0.304 0.117 -15.691 104.774
"6158" 0.376 179920 0.477 0.476 -7.313 132.139
"6159" 0.00112 227560 0.924 0.337 -3.937 152.694
"6160" 0.425 185773 0.415 0.124 -6.295 204.052
"6161" 0.988 189826 0.235 0.253 -9.383 121.81
"6162" 0.234 196147 0.53 0.131 -11.15 164.638
"6163" 0.99 194513 0.17 0.0844 -13.838 145.03
"6164" 0.655 170844 0.279 0.177 -7.715 100.538
"6165" 0.889 185333 0.0445 0.125 -20.295 79.469
"6166" 0.722 162560 0.198 0.13 -13.559 140.534
"6167" 4.97e-05 278783 0.951 0.461 -7.314 177.573
"6168" 0.563 114653 0.558 0.755 -21.094 129
"6169" 0.339 246293 0.436 0.0504 -13.524 109.437
"6170" 0.000218 263440 0.604 0.477 -5.703 167.719
"6171" 0.0266 313573 0.833 0.0327 -4.215 88.785
"6172" 0.964 141333 0.16 0.31 -21.701 113.368
"6173" 0.128 193480 0.553 0.0816 -7.284 146.874
"6174" 0.129 297160 0.776 0.193 -9.204 129.458
"6175" 0.371 186467 0.392 0.123 -9.782 87.167
"6176" 0.221 237347 0.497 0.108 -7.855 108.01
"6177" 0.964 191400 0.193 0.333 -12.964 103.117
"6178" 0.000376 344240 0.919 0.49 -5.721 134.021
"6179" 0.00576 195160 0.767 0.137 -6.389 119.115
"6180" 0.992 199000 0.316 0.328 -10.293 130.626
"6181" 0.975 299653 0.146 0.157 -16.816 80.6
"6182" 0.329 209027 0.833 0.126 -6.156 141.99
"6183" 0.194 180040 0.682 0.0973 -5.523 89.975
"6184" 0.721 419907 0.325 0.136 -13.906 137.064
"6185" 0.767 181733 0.439 0.087 -9.947 136.75
"6186" 0.776 228387 0.417 0.123 -10.817 82.763
"6187" 0.263 242773 0.396 0.162 -11.035 108.037
"6188" 0.941 149893 0.175 0.106 -21.838 169.484
"6189" 0.342 179747 0.693 0.113 -11.431 115.086
"6190" 0.885 208893 0.322 0.164 -16.611 129.473
"6191" 0.637 167853 0.704 0.188 -5.203 107.974
"6192" 0.00428 405560 0.895 0.267 -7.81 118.662
"6193" 0.0866 182360 0.555 0.106 -14.97 107.297
"6194" 0.975 150013 0.158 0.193 -15.854 109.846
"6195" 0.000359 281627 0.87 0.101 -8.092 148.878
"6196" 0.527 188227 0.276 0.07 -16.28 118.068
"6197" 0.83 247613 0.339 0.142 -11.916 92.496
"6198" 0.0426 256747 0.808 0.85 -9.409 141.293
"6199" 0.991 170762 0.12 0.116 -18.696 92.079
"6200" 0.247 199733 0.724 0.114 -8.932 134.901
"6201" 0.539 188173 0.315 0.0628 -12.396 98.983
"6202" 0.0378 343400 0.9 0.933 -5.397 110.749
"6203" 0.873 190933 0.097 0.178 -20.834 98.247
"6204" 0.865 172053 0.429 0.0489 -11.777 118.996
"6205" 0.00666 344080 0.734 0.116 -7.43 149.831
"6206" 0.194 199000 0.84 0.154 -4.298 198.5
"6207" 0.458 252707 0.37 0.265 -14.374 84.79
"6208" 0.994 167093 0.179 0.108 -10.863 89.211
"6209" 0.881 174200 0.212 0.116 -12.772 90.274
"6210" 0.922 181228 0.499 0.468 -14.93 56.152
"6211" 0.287 163453 0.868 0.0885 -2.653 172.086
"6212" 0.634 127900 0.309 0.158 -23.999 128.675
"6213" 0.0594 220333 0.746 0.257 -6.999 102.093
"6214" 0.507 262440 0.638 0.252 -6.717 113.271
"6215" 0.0863 198107 0.501 0.0636 -14.985 109.729
"6216" 0.695 164920 0.252 0.104 -14.164 115.611
"6217" 0.571 279867 0.424 0.144 -11.126 141.266
"6218" 0.554 153000 0.655 0.165 -8.356 119.228
"6219" 0.815 171907 0.234 0.113 -12.544 85.315
"6220" 0.287 305573 0.535 0.366 -9.587 137.436
"6221" 0.161 213920 0.968 0.0661 -3.758 130.093
"6222" 0.811 208907 0.196 0.113 -17.218 115.894
"6223" 0.42 178307 0.65 0.146 -4.866 133.008
"6224" 0.984 154400 0.212 0.215 -13.36 112.903
"6225" 0.89 206360 0.0588 0.129 -17.464 115.642
"6226" 0.263 331324 0.812 0.102 -5.849 120.019
"6227" 0.819 243724 0.784 0.107 -8.25 160.833
"6228" 0.184 229367 0.534 0.538 -7.244 92.089
"6229" 0.0565 110400 0.843 0.387 -9.302 138.714
"6230" 0.66 135800 0.308 0.233 -17.128 90.685
"6231" 0.203 182547 0.697 0.15 -7.192 116.395
"6232" 9.03e-06 175733 0.987 0.237 -4.927 118.202
"6233" 0.61 160670 0.467 0.127 -7.75 127.094
"6234" 0.905 108453 0.0308 0.107 -24.747 171.715
"6235" 0.423 310000 0.361 0.0526 -11.366 78.883
"6236" 0.0632 546680 0.551 0.0933 -14.462 100.677
"6237" 0.00318 306415 0.948 0.216 -6.893 143.008
"6238" 0.969 97907 0.261 0.143 -14.975 131.124
"6239" 0.527 121253 0.648 0.249 -8.551 107.654
"6240" 0.0524 318360 0.892 0.0883 -5.844 96.91
"6241" 0.553 159133 0.724 0.327 -10.395 118.785
"6242" 0.765 174973 0.63 0.0841 -9.106 88.197
"6243" 0.788 810004 0.232 0.316 -18.677 87.768
"6244" 0.545 231602 0.487 0.336 -6.585 70.949
"6245" 0.0116 95500 0.26 0.421 -17.021 132.216
"6246" 0.983 101293 0.0132 0.11 -22.844 114.996
"6247" 0.071 184507 0.818 0.21 -4.07 81.034
"6248" 0.122 198000 0.913 0.329 -3.227 116.029
"6249" 0.0863 266560 0.511 0.0938 -6.73 60.009
"6250" 0.129 210840 0.794 0.0524 -4.848 131.06
"6251" 0.147 179200 0.797 0.1 -10.435 150.504
"6252" 0.832 177133 0.603 0.0645 -15.53 109.757
"6253" 0.152 226173 0.427 0.0386 -10.794 86.546
"6254" 0.993 198667 0.245 0.125 -16.316 80.512
"6255" 0.958 234200 0.00972 0.145 -20.897 121.638
"6256" 0.0516 272360 0.722 0.131 -5.065 115.21
"6257" 0.0236 175125 0.727 0.153 -13.061 157.538
"6258" 0.00625 293733 0.848 0.101 -12.532 99.816
"6259" 0.982 175547 0.129 0.139 -17.946 65.533
"6260" 0.7 123640 0.419 0.361 -9.657 146.486
"6261" 0.587 286760 0.384 0.0908 -10.689 111.598
"6262" 0.979 187827 0.183 0.089 -17.31 77.394
"6263" 0.0826 296267 0.8 0.138 -9.808 105.916
"6264" 0.962 175507 0.214 0.681 -17.688 113.211
"6265" 0.664 447867 0.107 0.172 -24.219 73.431
"6266" 0.261 182080 0.374 0.634 -12.128 142.327
"6267" 0.938 160827 0.236 0.158 -11.481 165.819
"6268" 0.000125 451533 0.936 0.797 -4.459 93.862
"6269" 0.794 138554 0.948 0.168 -6.106 130.612
"6270" 0.0617 241818 0.788 0.0867 -7.23 165.013
"6271" 0.632 227213 0.655 0.0781 -8.012 110.661
"6272" 0.933 774507 0.192 0.159 -18.889 100.736
"6273" 0.239 142800 0.121 0.162 -18.97 87.451
"6274" 0.00034 242533 0.909 0.0746 -6.471 123.895
"6275" 0.00576 139413 0.696 0.0754 -7.117 100.036
"6276" 0.184 136733 0.891 0.132 -6.738 140.077
"6277" 0.802 279227 0.45 0.446 -9.45 184.199
"6278" 0.25 147747 0.767 0.114 -3.038 163.834
"6279" 0.266 187240 0.688 0.228 -10.606 124.937
"6280" 0.0015 210093 0.87 0.246 -6.103 129.984
"6281" 0.000805 214667 0.918 0.0534 -11.201 155.943
"6282" 0.868 111920 0.461 0.044 -12.922 94.877
"6283" 0.439 192707 0.73 0.172 -5.147 137.97
"6284" 0.441 107760 0.934 0.935 -8.912 95.927
"6285" 0.868 154400 0.222 0.261 -10.077 98.959
"6286" 0.991 125360 0.248 0.0846 -15.552 106.73
"6287" 0.495 247493 0.391 0.0867 -12.097 131.98
"6288" 0.065 139960 0.519 0.0808 -9.778 211.905
"6289" 0.507 223160 0.451 0.629 -7.694 179.967
"6290" 0.198 269493 0.745 0.36 -5.81 129.998
"6291" 0.587 206000 0.454 0.237 -10.939 84.37
"6292" 0.00256 241733 0.794 0.0933 -8.011 133.047
"6293" 0.468 166688 0.657 0.318 -5.535 76.342
"6294" 0.217 200827 0.333 0.11 -15.921 130.541
"6295" 0.419 387560 0.759 0.0739 -6.611 103.82
"6296" 0.911 235040 0.147 0.15 -16.987 75.656
"6297" 0.00121 247613 0.825 0.208 -5.177 135.934
"6298" 0.0024 224053 0.951 0.205 -4.732 143.036
"6299" 0.00858 215107 0.931 0.0991 -5.147 147.537
"6300" 0.922 274307 0.059 0.299 -23.862 174.127
"6301" 0.959 231533 0.222 0.0935 -15.02 91.615
"6302" 0.000224 265720 0.968 0.225 -4.758 87.955
"6303" 0.891 147093 0.256 0.111 -12.355 83.015
"6304" 0.895 151092 0.412 0.145 -11.569 184.012
"6305" 0.254 454720 0.355 0.153 -17.67 128.481
"6306" 0.197 222507 0.77 0.101 -3.878 98.211
"6307" 0.724 486867 0.376 0.147 -10.748 105.965
"6308" 0.31 195507 0.347 0.0946 -16.691 105.791
"6309" 0.731 289749 0.267 0.0858 -13.69 94.219
"6310" 0.000247 212347 0.922 0.363 -3.474 132.059
"6311" 0.0134 348240 0.573 0.428 -11.301 117.252
"6312" 0.943 172440 0.117 0.101 -17.995 88.54
"6313" 0.0635 254827 0.631 0.163 -5.144 115.657
"6314" 0.995 193627 0.127 0.251 -17.13 83.65
"6315" 0.99 163683 0.218 0.12 -11.362 128.227
"6316" 0.18 177438 0.583 0.107 -6.361 97.537
"6317" 0.986 192093 0.105 0.109 -13.016 98.058
"6318" 0.607 180053 0.49 0.0687 -12.725 115.901
"6319" 0.986 199558 0.208 0.598 -9.972 81.348
"6320" 0.0024 328133 0.676 0.28 -10.807 140.216
"6321" 0.0375 259667 0.338 0.0459 -12.831 81.822
"6322" 0.566 191200 0.296 0.21 -13.167 82.2
"6323" 0.971 166069 0.376 0.802 -13.471 124.584
"6324" 0.0295 267840 0.85 0.352 -11.683 166.973
"6325" 0.979 153147 0.141 0.122 -18.256 205.172
"6326" 0.0816 252373 0.721 0.0664 -10.401 105.866
"6327" 0.304 245693 0.465 0.681 -19.673 117.502
"6328" 0.832 659000 0.00849 0.12 -33.111 86.682
"6329" 0.767 185467 0.31 0.186 -10.334 133.12
"6330" 0.032 122720 0.733 0.0852 -7.463 170.457
"6331" 0.00024 282230 0.743 0.0753 -6.755 117.012
"6332" 0.6 107960 0.858 0.0724 -7.906 100.237
"6333" 0.562 156293 0.455 0.0756 -10.336 137.148
"6334" 0.895 252726 0.126 0.114 -17.193 176.243
"6335" 0.99 168160 0.451 0.198 -18.408 118.12
"6336" 0.786 56827 0.522 0.35 -11.787 63.971
"6337" 0.199 220467 0.466 0.389 -10.698 112.466
"6338" 0.916 338253 0.298 0.104 -12.451 76.356
"6339" 0.0208 331200 0.513 0.205 -13.034 80.647
"6340" 0.974 171363 0.24 0.187 -10.003 125.418
"6341" 0.256 100496 0.181 0.57 -18.703 129.294
"6342" 0.874 324893 0.211 0.556 -20.015 117.018
