"acousticness" "duration" "energy" "liveness" "loudness" "tempo"
"2772" 0.119 376707 0.617 0.114 -11.126 163.968
"2773" 0.135 222600 0.673 0.292 -4.184 130
"2774" 0.977 281720 0.151 0.0868 -19.689 106.219
"2775" 0.39 129733 0.427 0.0673 -11.612 113.768
"2776" 0.206 236173 0.577 0.15 -6.925 89.239
"2777" 0.644 166413 0.921 0.0448 -3.397 146.818
"2778" 0.828 139627 0.224 0.0792 -12.043 115.757
"2779" 0.754 155760 0.198 0.279 -15.902 134.305
"2780" 0.453 123599 0.229 0.397 -19.249 91.006
"2781" 0.789 280560 0.429 0.0608 -8.236 143.977
"2782" 0.0183 230953 0.504 0.0963 -7.864 159.949
"2783" 0.215 270067 0.553 0.0869 -12.23 163.713
"2784" 0.9 181613 0.415 0.124 -9.185 121.546
"2785" 0.0174 253067 0.858 0.0491 -5.711 138.579
"2786" 0.823 147300 0.194 0.152 -13.698 169.799
"2787" 0.981 150583 0.448 0.158 -8.679 103.639
"2788" 0.191 237695 0.563 0.0978 -8.627 119.94
"2789" 0.96 188293 0.246 0.284 -9.922 125.538
"2790" 9.81e-05 195566 0.903 0.149 -6.038 150.028
"2791" 0.258 480267 0.589 0.571 -6.952 79.051
"2792" 0.00854 147324 0.571 0.138 -8.384 163.452
"2793" 0.458 252240 0.474 0.131 -6.463 135.081
"2794" 0.994 183587 0.0524 0.0711 -21.244 117.875
"2795" 0.995 213647 0.234 0.117 -13.329 130.123
"2796" 0.378 212933 0.656 0.042 -6.373 79.701
"2797" 0.78 243200 0.426 0.0887 -14.912 91.915
"2798" 0.00196 114587 0.884 0.332 -4.449 136.815
"2799" 0.0292 247867 0.731 0.369 -5.503 145.245
"2800" 0.994 102680 0.0144 0.0868 -25.802 74.111
"2801" 0.995 137907 0.0296 0.121 -24.808 191.444
"2802" 0.96 174253 0.446 0.108 -10.034 97.776
"2803" 0.987 297667 0.0263 0.109 -29.361 71.095
"2804" 0.301 171373 0.363 0.0734 -10.6 203.949
"2805" 0.989 189962 0.0177 0.0818 -26.079 109.717
"2806" 0.165 124240 0.559 0.249 -8.189 119.439
"2807" 0.81 206627 0.633 0.17 -5.576 122.239
"2808" 0.145 133645 0.77 0.105 -5.322 172.007
"2809" 0.254 330360 0.48 0.189 -10.808 66.385
"2810" 0.995 65173 0.173 0.116 -19.128 110.378
"2811" 0.708 251133 0.686 0.106 -7.966 101.274
"2812" 0.964 177933 0.404 0.71 -9.894 112.317
"2813" 1.63e-05 184200 0.983 0.0836 -9.206 146.186
"2814" 0.478 493213 0.137 0.193 -18.195 62.948
"2815" 0.517 314867 0.496 0.147 -5.784 75.621
"2816" 0.786 322440 0.623 0.119 -15.215 163.607
"2817" 0.00163 219107 0.749 0.0735 -6.531 174.065
"2818" 0.612 231600 0.553 0.182 -9.345 136.488
"2819" 0.99 95586 0.391 0.364 -9.995 106.241
"2820" 0.499 266573 0.871 0.176 -4.137 93.489
"2821" 0.0757 185933 0.461 0.109 -12.367 90.995
"2822" 0.981 200400 0.358 0.165 -8.386 171.44
"2823" 0.0276 220173 0.486 0.0904 -6.12 78.801
"2824" 0.0587 354537 0.988 0.114 -3.643 128.04
"2825" 0.401 303293 0.266 0.202 -16.351 112.86
"2826" 0.0028 276547 0.764 0.0793 -6.856 126.849
"2827" 0.0385 289907 0.796 0.218 -4.106 87.985
"2828" 0.828 268667 0.0126 0.0654 -25.6 109.999
"2829" 0.987 159813 0.067 0.113 -17.152 79.251
"2830" 0.00138 308627 0.49 0.0937 -9.652 175.248
"2831" 0.553 178920 0.548 0.224 -9.421 151.398
"2832" 0.872 167067 0.32 0.403 -16.636 81.596
"2833" 0.865 357840 0.25 0.112 -16.294 76.61
"2834" 0.996 199889 0.171 0.326 -13.465 69.692
"2835" 0.00127 191827 0.851 0.103 -4.899 107.018
"2836" 0.334 292358 0.533 0.105 -7.671 76.655
"2837" 0.212 289013 0.473 0.18 -12.78 189.197
"2838" 0.551 309173 0.544 0.0707 -11.7 117.94
"2839" 0.114 236933 0.83 0.0803 -6.917 174.753
"2840" 0.938 229791 0.135 0.11 -18.222 102.489
"2841" 0.954 205453 0.409 0.11 -5.507 120.973
"2842" 0.396 224213 0.682 0.205 -7.717 107.4
"2843" 0.992 201107 0.231 0.114 -14.986 176.538
"2844" 0.125 254520 0.513 0.241 -5.377 108.536
"2845" 0.515 355493 0.565 0.98 -14.435 103.001
"2846" 0.0507 289173 0.713 0.867 -6.442 84.488
"2847" 0.368 246893 0.38 0.0381 -11.557 164.404
"2848" 0.0116 235397 0.854 0.322 -7.523 133.896
"2849" 0.6 232867 0.323 0.13 -12.793 113.117
"2850" 0.266 122791 0.641 0.268 -6.337 86.02
"2851" 0.983 165067 0.307 0.149 -10.934 70.572
"2852" 0.94 191773 0.0463 0.111 -20.049 116.537
"2853" 0.701 173800 0.963 0.392 -7.589 154.114
"2854" 0.0213 224840 0.768 0.0918 -4.673 126.907
"2855" 0.964 208213 0.223 0.0883 -8.237 81.414
"2856" 0.872 190040 0.192 0.11 -14.302 128.807
"2857" 0.0713 212253 0.534 0.143 -9.841 160.026
"2858" 0.00191 495467 0.539 0.309 -14 118.549
"2859" 0.452 208800 0.891 0.237 -2.912 126.217
"2860" 0.954 119573 0.317 0.345 -16.203 140.874
"2861" 0.904 212280 0.245 0.0933 -6.372 109.558
"2862" 0.00441 208614 0.871 0.0699 -12.565 154.528
"2863" 0.0886 230573 0.534 0.0901 -9.517 178.63
"2864" 0.122 209467 0.71 0.656 -8.208 87.994
"2865" 0.143 202227 0.886 0.227 -4.312 118.747
"2866" 0.122 154227 0.944 0.344 -4.924 92.034
"2867" 0.753 286694 0.68 0.131 -5.851 93.738
"2868" 0.0949 316413 0.916 0.297 -6.526 184.083
"2869" 0.991 195400 0.389 0.0935 -9.492 104.561
"2870" 0.0788 209840 0.767 0.095 -5.783 76.711
"2871" 0.0856 202333 0.658 0.0689 -2.61 170.037
"2872" 0.154 97000 0.145 0.0768 -19.875 79.616
"2873" 0.182 228840 0.42 0.114 -16.333 86.977
"2874" 0.376 510720 0.671 0.406 -26.211 56.572
"2875" 0.977 78347 0.00717 0.0909 -30.277 81.883
"2876" 0.304 433573 0.777 0.0981 -10.167 145.733
"2877" 0.993 283373 0.0252 0.0834 -28.459 58.006
"2878" 0.195 172667 0.498 0.137 -9.214 169.54
"2879" 0.995 166733 0.181 0.0894 -14.66 128.53
"2880" 0.985 343640 0.17 0.151 -15.965 90.447
"2881" 0.962 143200 0.216 0.21 -24.465 173.926
"2882" 0.864 148493 0.172 0.113 -17.816 118.895
"2883" 0.715 195837 0.543 0.114 -8.501 122.104
"2884" 0.771 137107 0.289 0.149 -12.576 89.323
"2885" 0.237 294573 0.816 0.123 -9.396 145.802
"2886" 0.77 284080 0.254 0.0608 -10.007 96.176
"2887" 0.901 268533 0.31 0.956 -18.894 93.286
"2888" 0.0611 237333 0.957 0.317 -8.214 127.27
"2889" 0.922 184712 0.475 0.66 -10.168 106.769
"2890" 0.234 147213 0.936 0.0883 -7.387 171.147
"2891" 0.0327 220053 0.501 0.0491 -8.857 180.956
"2892" 0.184 215187 0.245 0.0427 -13.193 96.67
"2893" 0.995 200678 0.147 0.315 -10.519 83.455
"2894" 0.989 196782 0.0884 0.34 -8.021 84.27
"2895" 0.0333 344133 0.92 0.457 -5.283 99.147
"2896" 0.109 376360 0.642 0.046 -7.998 83.567
"2897" 0.00934 161800 0.941 0.227 -8.384 155.615
"2898" 0.23 180627 0.455 0.104 -9.259 58.54
"2899" 0.988 188293 0.194 0.108 -20.804 142.238
"2900" 0.786 221333 0.544 0.105 -10.871 128.754
"2901" 0.99 234893 0.0982 0.354 -18.161 75.359
"2902" 0.186 202160 0.486 0.207 -11.969 121.863
"2903" 0.594 230453 0.537 0.194 -9.617 84.895
"2904" 0.946 170307 0.135 0.115 -24.353 85.965
"2905" 0.356 202093 0.555 0.154 -12.528 115.003
"2906" 0.765 302136 0.48 0.0945 -13.363 86.732
"2907" 0.991 145533 0.0836 0.102 -23.256 93.79
"2908" 0.877 168400 0.323 0.199 -8.156 79.774
"2909" 0.995 148898 0.113 0.352 -14.447 130.893
"2910" 0.0158 231133 0.752 0.103 -10.03 113.065
"2911" 0.64 179747 0.517 0.268 -12.345 158.494
"2912" 0.518 190853 0.361 0.0817 -9.312 106.484
"2913" 0.0262 216084 0.783 0.206 -4.997 106.901
"2914" 0.00656 384467 0.534 0.139 -13.147 104.267
"2915" 0.974 193093 0.188 0.167 -13.96 182.938
"2916" 0.0608 227320 0.638 0.944 -6.338 109.387
"2917" 0.0515 116420 0.28 0.314 -19.348 169.676
"2918" 0.987 192347 0.195 0.104 -22.427 68.011
"2919" 0.66 302373 0.652 0.0784 -10.767 79.887
"2920" 0.789 56067 0.52 0.122 -7.806 112.335
"2921" 0.966 180267 0.307 0.126 -16.863 73.435
"2922" 0.967 140280 0.208 0.106 -16.975 90.297
"2923" 0.959 152907 0.567 0.345 -10.119 114.728
"2924" 0.985 181893 0.157 0.207 -12.936 92.374
"2925" 0.134 190533 0.463 0.116 -14.079 116.286
"2926" 0.764 232840 0.335 0.151 -12.699 133.72
"2927" 0.812 180453 0.303 0.0889 -13.675 98.282
"2928" 0.257 239413 0.691 0.11 -5.33 137.985
"2929" 0.473 311533 0.815 0.686 -9.598 146.286
"2930" 0.812 223640 0.416 0.978 -13.112 94.529
"2931" 0.00185 172053 0.811 0.149 -5.985 130.93
"2932" 0.891 115696 0.182 0.0732 -13.295 204.163
"2933" 0.872 224120 0.14 0.167 -14.911 90.029
"2934" 0.502 301173 0.544 0.279 -10.317 85.371
"2935" 0.0138 188592 0.805 0.19 -4.399 144.789
"2936" 0.00418 338253 0.624 0.0765 -8.966 180.503
"2937" 0.985 162377 0.336 0.116 -15.428 173.148
"2938" 0.933 253413 0.273 0.0845 -16.056 127.761
"2939" 0.843 227867 0.179 0.0866 -17.016 79.105
"2940" 0.288 295307 0.658 0.218 -8.318 111.983
"2941" 0.949 134133 0.00491 0.149 -21.887 121.347
"2942" 0.584 283467 0.673 0.118 -5.506 142.255
"2943" 0.000856 173294 0.659 0.11 -6.405 156.004
"2944" 0.667 158373 0.242 0.105 -17.082 135.807
"2945" 0.429 406733 0.168 0.111 -17.818 126.664
"2946" 0.292 201827 0.721 0.278 -5.184 122.202
"2947" 0.128 260973 0.713 0.145 -8.9 132.993
"2948" 0.0101 257800 0.951 0.0653 -8.496 159.64
"2949" 0.421 137773 0.317 0.0844 -14.501 179.539
"2950" 0.0462 249067 0.845 0.318 -7.786 119.785
"2951" 0.981 169547 0.353 0.0794 -6.288 118.359
"2952" 0.327 307960 0.668 0.503 -11.09 93.587
"2953" 0.0206 216733 0.88 0.185 -5.769 95.59
"2954" 0.0316 341133 0.46 0.0536 -12.782 114.572
"2955" 0.314 257600 0.527 0.234 -10.781 94.852
"2956" 0.941 382800 0.0845 0.0653 -24.073 90.828
"2957" 0.0543 296787 0.967 0.106 -9.373 136.257
"2958" 0.000614 347067 0.97 0.111 -6.232 140.808
"2959" 0.189 173627 0.741 0.083 -10.628 94.751
"2960" 0.369 369013 0.854 0.0449 -3.729 115.788
"2961" 0.156 304607 0.795 0.123 -5.192 135.018
"2962" 0.0351 440013 0.625 0.243 -8.212 67.104
"2963" 0.975 178813 0.12 0.104 -18.033 107.42
"2964" 0.218 96565 0.248 0.168 -18.726 79.559
"2965" 0.934 188267 0.145 0.314 -20.807 135.354
"2966" 0.668 68067 0.553 0.184 -17.546 84.652
"2967" 0.57 274040 0.682 0.0843 -6.728 83.917
"2968" 0.0379 331227 0.601 0.0479 -13.219 91.558
"2969" 0.992 119133 0.182 0.0578 -15.062 136.512
"2970" 0.581 363640 0.498 0.322 -7.523 171.725
"2971" 0.925 187733 0.194 0.105 -13.359 128.219
"2972" 0.923 223333 0.0377 0.123 -22.008 113.621
"2973" 0.228 189200 0.959 0.771 -1.909 103.959
"2974" 0.338 143200 0.578 0.156 -5.564 109.654
"2975" 0.0134 424000 0.925 0.0783 -6.934 142.237
"2976" 0.327 236573 0.84 0.222 -6.608 129.436
"2977" 0.566 151213 0.287 0.166 -11.475 131.075
"2978" 0.993 119096 0.103 0.106 -21.967 107.829
"2979" 0.953 96117 0.542 0.833 -13.784 95.603
"2980" 0.587 194227 0.44 0.0901 -12.286 108.184
"2981" 0.0759 173507 0.317 0.083 -16.732 180.544
"2982" 0.171 187693 0.428 0.149 -11.747 95.534
"2983" 0.51 198293 0.367 0.251 -11.218 103.532
"2984" 0.191 210818 0.736 0.0553 -3.801 149.985
"2985" 0.648 215293 0.374 0.0865 -13.536 79.158
"2986" 0.781 147080 0.544 0.294 -5.333 111.722
"2987" 0.329 328853 0.573 0.0865 -8.85 90.742
"2988" 0.8 704093 0.11 0.0945 -18.61 132.481
"2989" 0.633 178680 0.575 0.114 -6.139 116.488
"2990" 0.0032 401867 0.59 0.145 -15.226 156.591
"2991" 0.112 213453 0.517 0.0267 -7.428 177.634
"2992" 0.0329 212827 0.697 0.186 -13.944 129.17
"2993" 0.872 91505 0.384 0.132 -8.533 69.006
"2994" 0.969 206640 0.24 0.147 -10.181 96.547
"2995" 0.996 131533 0.501 0.32 -15 119.281
"2996" 0.977 189667 0.0536 0.111 -20.576 92.279
"2997" 0.058 126800 0.434 0.0817 -19.263 136.713
"2998" 0.0608 170233 0.338 0.165 -10.195 129.943
"2999" 0.0779 215907 0.717 0.108 -4.803 178.085
"3000" 0.219 235187 0.554 0.419 -5.909 97.127
"3001" 0.134 332693 0.775 0.118 -5.706 141.956
"3002" 0.984 199453 0.134 0.0995 -20.205 127.612
"3003" 0.99 177747 0.373 0.186 -14.467 104.776
"3004" 0.965 160840 0.109 0.364 -13.572 74.775
"3005" 0.952 189093 0.377 0.314 -12.636 132.504
"3006" 0.97 122400 0.0118 0.345 -38.545 127.604
"3007" 0.0278 204493 0.935 0.37 -3.262 129.943
"3008" 0.219 307400 0.202 0.111 -21.447 136.622
"3009" 0.0725 221667 0.738 0.142 -5.435 97.957
"3010" 3.84e-05 190867 0.889 0.361 -4.43 131.995
"3011" 0.325 192705 0.752 0.33 -4.711 140.013
"3012" 0.00709 262800 0.788 0.358 -3.041 99.992
"3013" 0.435 158827 0.542 0.0412 -12.827 133.055
"3014" 0.0102 267493 0.784 0.266 -13.802 141.212
"3015" 0.923 103867 0.0821 0.131 -17.4 81.33
"3016" 0.0598 256173 0.635 0.146 -8.24 129.048
"3017" 0.68 194400 0.565 0.0509 -12.405 115.432
"3018" 0.993 141430 0.51 0.133 -8.845 132.318
"3019" 0.996 162419 0.448 0.104 -17.363 143.136
"3020" 0.66 171773 0.454 0.586 -9.366 103.573
"3021" 0.611 169680 0.38 0.233 -11.756 106.284
"3022" 0.279 141933 0.874 0.173 -10.147 172.129
"3023" 0.38 203438 0.513 0.109 -6.263 123.029
"3024" 0.0341 180427 0.669 0.132 -8.68 171.892
"3025" 0.503 157960 0.644 0.0681 -7.115 111.667
"3026" 0.846 151267 0.481 0.149 -13.324 148.561
"3027" 0.795 181000 0.3 0.0701 -12.464 153.691
"3028" 0.989 490587 0.217 0.13 -19.393 109.475
"3029" 0.0269 435213 0.92 0.231 -5.124 95.076
"3030" 0.996 132957 0.0184 0.108 -28.736 67.765
"3031" 0.809 165200 0.457 0.131 -8.349 94.041
"3032" 0.103 236600 0.42 0.0392 -12.349 88.87
"3033" 0.677 186920 0.219 0.0821 -14.894 97.817
"3034" 0.579 226667 0.808 0.167 -5.926 111.977
"3035" 0.99 232400 0.134 0.168 -16.557 124.183
"3036" 0.122 191067 0.718 0.0556 -7.724 131.463
"3037" 0.938 229400 0.251 0.0746 -14.727 80.185
"3038" 0.79 155804 0.272 0.123 -12.737 58.645
"3039" 0.803 191933 0.125 0.117 -16.331 141.161
"3040" 0.966 38146 0.709 0.29 -6.342 129.985
"3041" 0.0155 242720 0.931 0.277 -6.803 82.748
"3042" 0.291 382427 0.4 0.357 -12.893 148.232
"3043" 0.989 89400 0.0226 0.0801 -21.484 65.002
"3044" 0.453 289173 0.695 0.258 -9.402 150.705
"3045" 0.929 142400 0.184 0.113 -17.153 93.568
"3046" 0.996 197633 0.16 0.174 -13.365 70.419
"3047" 0.428 217627 0.496 0.107 -8.279 143.735
"3048" 0.265 207360 0.493 0.0576 -11.66 154.851
"3049" 0.464 198200 0.233 0.0976 -15.614 104.027
"3050" 0.905 197040 0.129 0.147 -14.85 174.011
"3051" 0.495 147667 0.627 0.129 -14.334 97.65
"3052" 0.339 318840 0.593 0.212 -7.806 159.976
"3053" 0.772 161293 0.323 0.386 -9.781 115.369
"3054" 0.133 211013 0.53 0.321 -14.07 97.804
"3055" 0.956 175027 0.476 0.112 -8.604 120.487
"3056" 0.0686 187293 0.926 0.158 -12.194 101.399
"3057" 0.00423 179440 0.614 0.518 -10.607 115.436
"3058" 0.0692 260760 0.424 0.0962 -13.318 167.407
"3059" 0.00259 294240 0.747 0.195 -9.997 190.811
"3060" 0.0923 918467 0.503 0.227 -16.183 152.545
"3061" 0.983 180600 0.00721 0.0632 -24.141 115.904
"3062" 0.374 325803 0.364 0.727 -15.726 182.124
"3063" 0.225 455147 0.655 0.191 -8.57 78.58
"3064" 0.768 189907 0.204 0.206 -11.266 81.212
"3065" 0.439 204053 0.649 0.19 -8.153 169.244
"3066" 0.0907 194320 0.852 0.151 -6.406 139.949
"3067" 0.17 344933 0.519 0.116 -7.644 146.795
"3068" 0.992 337973 0.0112 0.202 -21.918 69.312
"3069" 0.894 2022200 0.145 0.0884 -17.157 67.8
"3070" 4.67e-05 214827 0.853 0.279 -7.329 136.305
"3071" 0.984 41315 0.232 0.206 -12.252 96.763
"3072" 0.189 279213 0.451 0.0987 -9.58 144.081
"3073" 0.98 180787 0.122 0.317 -15.243 69.552
"3074" 0.984 200920 0.207 0.148 -14.574 86.046
"3075" 0.739 193853 0.378 0.12 -9.61 81.541
"3076" 0.591 158240 0.411 0.202 -10.612 173.618
"3077" 0.0958 244160 0.787 0.088 -6.886 154.024
"3078" 0.737 459840 0.322 0.123 -13.3 115.021
"3079" 0.0358 141542 0.777 0.151 -5.729 111.921
"3080" 0.38 294640 0.58 0.291 -4.84 128.223
"3081" 0.00678 175200 0.939 0.429 -3.724 112.045
"3082" 0.00063 167613 0.99 0.407 -4.719 217.913
"3083" 0.0114 267320 0.786 0.0745 -5.76 99.916
"3084" 0.466 137107 0.233 0.174 -12.873 127.55
"3085" 0.773 299267 0.595 0.101 -11.403 86.44
"3086" 0.989 157283 0.22 0.292 -10.221 82.067
"3087" 0.982 176213 0.251 0.0691 -12.169 122.236
"3088" 0.00171 217575 0.7 0.191 -5.918 85.025
"3089" 0.923 48987 0.192 0.136 -23.805 77.768
"3090" 0.968 167027 0.31 0.143 -14.497 117.826
"3091" 0.952 163787 0.11 0.125 -12.936 72.115
"3092" 0.0839 276107 0.679 0.413 -6.26 180.184
"3093" 0.958 355267 0.114 0.113 -20.155 109.921
"3094" 0.802 295107 0.312 0.101 -13.396 124.692
"3095" 0.611 206213 0.567 0.106 -7.219 89.413
"3096" 5.42e-05 316253 0.716 0.072 -6.407 128.701
"3097" 0.265 188347 0.426 0.0561 -9.953 105.053
"3098" 0.991 170947 0.358 0.18 -6.465 115.522
"3099" 0.509 108333 0.298 0.0688 -13.784 80.523
"3100" 0.187 325493 0.877 0.175 -3.36 96.452
"3101" 0.994 250960 0.0474 0.0882 -21.971 128.873
"3102" 2.14e-05 231747 0.977 0.158 -6.785 160.243
"3103" 0.615 192867 0.34 0.189 -14.004 121.617
"3104" 0.561 120265 0.128 0.483 -19.412 166.97
"3105" 0.718 169760 0.371 0.348 -14.436 82.909
"3106" 0.995 133695 0.112 0.116 -16.83 76.305
"3107" 0.232 303760 0.855 0.396 -4.812 85.288
"3108" 0.714 178227 0.548 0.322 -9.086 147.562
"3109" 0.0364 220267 0.896 0.0719 -7.422 182.884
"3110" 0.172 211440 0.467 0.147 -7.891 158.979
"3111" 0.993 137920 0.314 0.164 -17.151 134.316
"3112" 0.000897 292787 0.654 0.369 -5.035 93.026
"3113" 0.000984 262187 0.837 0.242 -4.63 112.1
"3114" 0.8 227693 0.267 0.249 -9.249 117.64
"3115" 0.84 178600 0.427 0.174 -12.785 141.877
"3116" 0.00953 215107 0.865 0.137 -5.293 139.997
"3117" 0.622 144520 0.859 0.485 -4.357 83.602
"3118" 0.994 169000 0.18 0.122 -14.453 115.236
"3119" 0.992 33600 0.72 0.28 -12.675 108.3
"3120" 0.93 64506 0.246 0.231 -17.298 168.646
"3121" 0.563 201951 0.147 0.286 -18.675 81.991
"3122" 0.949 216067 0.274 0.296 -11.339 78.764
"3123" 0.817 201800 0.687 0.767 -14.499 114.547
"3124" 0.049 193520 0.471 0.198 -9.967 202.809
"3125" 0.0701 93133 0.972 0.165 -1.767 133.74
"3126" 0.328 189787 0.621 0.119 -7.14 94.022
"3127" 0.904 503223 0.245 0.148 -12.651 93.536
"3128" 0.163 226680 0.545 0.0766 -7.31 160.082
"3129" 0.0099 190840 0.887 0.345 -12.377 122.655
"3130" 0.0132 224333 0.638 0.134 -9.038 119.733
"3131" 0.529 146400 0.472 0.0662 -14.427 120.986
"3132" 0.981 146227 0.233 0.132 -15.719 86.258
"3133" 0.0271 129440 0.408 0.0889 -14.297 105.671
"3134" 5.09e-05 304680 0.942 0.111 -5.107 128.195
"3135" 0.101 160227 0.627 0.109 -10.087 109.81
"3136" 0.0465 2018640 0.571 0.663 -13.295 153.129
"3137" 0.000273 329893 0.82 0.114 -6.458 144.877
"3138" 0.988 198467 0.128 0.314 -13.093 91.937
"3139" 0.0047 191160 0.93 0.0719 -3.416 172.124
"3140" 0.387 194267 0.609 0.614 -10.571 71.411
"3141" 0.511 290213 0.656 0.0679 -7.438 104.282
"3142" 0.0764 223333 0.914 0.0804 -6.577 140.727
"3143" 0.0657 512080 0.39 0.154 -10.123 108.345
"3144" 0.613 542880 0.23 0.983 -12.695 204.655
"3145" 0.788 221453 0.126 0.0827 -22.956 164.66
"3146" 0.842 214000 0.191 0.131 -13.659 83.532
"3147" 0.218 321467 0.672 0.533 -6.354 143.984
"3148" 0.0152 220133 0.796 0.0746 -4.704 128.307
"3149" 0.0034 249387 0.889 0.374 -7.33 164.542
"3150" 0.277 213907 0.424 0.11 -13.086 110.706
"3151" 0.0325 296400 0.511 0.641 -12.054 168.255
"3152" 0.0265 208427 0.909 0.131 -5.871 122.068
"3153" 0.00531 209840 0.863 0.0848 -6.325 136.693
"3154" 0.664 208000 0.37 0.328 -13.933 119.806
"3155" 0.46 301733 0.366 0.071 -18.998 96.74
"3156" 0.611 249544 0.566 0.0838 -4.868 118.003
"3157" 0.854 161216 0.2 0.102 -18.638 98.083
"3158" 0.97 169267 0.187 0.1 -8.061 71.409
"3159" 0.993 61973 0.0195 0.117 -25 79.734
"3160" 0.984 186947 0.341 0.437 -8.388 103.813
"3161" 0.448 163360 0.664 0.129 -7.043 144.766
"3162" 0.531 322760 0.405 0.0886 -9.178 75.08
"3163" 0.257 239080 0.691 0.145 -4.616 95.046
"3164" 0.903 126595 0.182 0.125 -14.475 84.713
"3165" 0.718 107960 0.487 0.0709 -8.919 99.655
"3166" 0.542 273440 0.533 0.333 -6.246 134.001
"3167" 0.296 170467 0.807 0.946 -14.537 109.682
"3168" 0.0129 210320 0.881 0.089 -9.537 137.984
"3169" 0.107 453467 0.79 0.475 -4.89 88.99
"3170" 0.0011 134200 0.875 0.354 -8.541 193.965
"3171" 0.00579 201533 0.953 0.241 -4.475 181.065
"3172" 0.922 218000 0.16 0.0996 -16.302 136.01
"3173" 0.947 261653 0.155 0.103 -12.147 75.003
"3174" 0.00568 260000 0.603 0.101 -15.243 148.521
"3175" 0.609 423707 0.372 0.17 -13.209 117.604
"3176" 0.0287 189907 0.487 0.206 -9.654 125.528
"3177" 0.222 202733 0.448 0.1 -10.215 177.262
"3178" 0.163 197200 0.871 0.418 -6.442 147.203
"3179" 0.0617 153640 0.34 0.198 -10.191 121.005
"3180" 0.00271 297453 0.627 0.115 -7.229 134.945
"3181" 0.984 151867 0.189 0.551 -22.835 83.817
"3182" 0.912 181667 0.122 0.116 -16.155 92.237
"3183" 0.223 307525 0.828 0.376 -11.376 108.265
"3184" 0.0466 253893 0.666 0.119 -9.155 91.547
"3185" 0.11 334653 0.646 0.307 -7.796 74.976
"3186" 2.25e-05 256307 0.963 0.305 -3.41 147.992
"3187" 0.53 182467 0.52 0.173 -12.32 83.194
"3188" 0.423 179800 0.869 0.76 -11.481 127.44
"3189" 0.0224 237960 0.624 0.235 -8.486 81.555
"3190" 0.994 237613 0.148 0.187 -21.573 133.03
"3191" 0.00087 357242 0.849 0.552 -7.415 125.009
"3192" 0.934 285698 0.521 0.177 -6.056 76.5
"3193" 0.994 117467 0.0876 0.165 -25.786 82.025
"3194" 0.168 259240 0.585 0.264 -5.937 182.018
"3195" 0.431 186893 0.298 0.214 -13.805 91.058
"3196" 0.995 372760 0.0132 0.137 -39.521 143.69
"3197" 0.00778 277000 0.697 0.134 -7.982 100.008
"3198" 0.874 242467 0.0329 0.123 -26.827 109.129
"3199" 0.97 600200 0.0956 0.123 -20.539 59.929
"3200" 0.942 149733 0.0877 0.107 -15.893 103.632
"3201" 0.0649 248733 0.539 0.243 -5.308 174.589
"3202" 0.995 122723 0.00105 0.107 -43.013 72.028
"3203" 0.111 236533 0.503 0.0996 -12.91 124.113
"3204" 0.953 182773 0.249 0.0685 -10.506 116.61
"3205" 0.901 439067 0.213 0.17 -20.991 139.125
"3206" 0.894 154000 0.142 0.172 -17.412 103.474
"3207" 0.966 342973 0.102 0.107 -18.445 58.108
"3208" 0.00104 257213 0.547 0.0914 -5.936 119.998
"3209" 0.977 63496 0.202 0.111 -28.542 57.069
"3210" 0.0117 192382 0.447 0.109 -9.253 139.949
"3211" 0.864 267600 0.254 0.14 -13.798 88.451
"3212" 0.57 176840 0.512 0.0631 -10.272 92.264
"3213" 0.742 165293 0.294 0.102 -12.525 114.448
"3214" 0.642 150198 0.718 0.424 -7.046 86.983
"3215" 0.984 197240 0.175 0.247 -11.537 118.282
"3216" 0.0461 234027 0.684 0.335 -4.719 119.99
"3217" 0.22 219693 0.679 0.245 -9.042 130.517
"3218" 0.00733 338720 0.612 0.641 -11.239 93.851
"3219" 0.356 151480 0.477 0.32 -14.082 184.703
"3220" 0.0263 120000 0.631 0.0853 -13.825 163.67
"3221" 0.994 203709 0.233 0.557 -11.63 136.183
"3222" 0.918 365147 0.07 0.146 -27.272 79.801
"3223" 0.137 173560 0.418 0.263 -8.084 73.283
"3224" 0.135 184000 0.595 0.101 -6.647 126.077
"3225" 0.00403 310293 0.458 0.0909 -7.531 156.153
"3226" 0.991 202352 0.282 0.146 -9.355 174.801
"3227" 0.0151 251293 0.848 0.0748 -6.934 144.562
"3228" 0.718 176227 0.261 0.14 -11.245 75.753
"3229" 7.93e-05 193427 0.977 0.217 -5.091 102.02
"3230" 0.0166 340133 0.907 0.36 -11.434 94.005
"3231" 0.411 163107 0.21 0.091 -16.784 111.048
"3232" 0.0334 158117 0.297 0.17 -13.792 124.618
"3233" 0.439 197800 0.593 0.085 -9.577 93.232
"3234" 0.395 152333 0.334 0.258 -13.418 126.099
"3235" 0.783 117067 0.684 0.0825 -8.346 62.135
"3236" 0.0338 253347 0.843 0.199 -4.424 110.726
"3237" 0.127 281040 0.417 0.106 -7.665 180.301
"3238" 0.0738 242347 0.9 0.14 -4.586 150.035
"3239" 0.872 280053 0.068 0.242 -20.582 118.483
"3240" 0.356 197960 0.502 0.0961 -5.801 90.033
"3241" 0.601 244355 0.322 0.113 -12.834 135.5
"3242" 0.133 252133 0.855 0.0795 -6.104 115.348
"3243" 0.0736 260017 0.864 0.138 -4.038 136.128
